year,stalpbr,loans,re_loans,agloans,agloans_re,loans_year,re_loans_year,agloans_year,agloans_re_year,loans_d,loans_d_alt,re_loans_d,re_loans_d_alt,agloans_d,agloans_d_alt,agloans_re_d,agloans_re_d_alt,loans_d_year,loans_d_alt_year,re_loans_d_year,re_loans_d_alt_year,agloans_d_year,agloans_d_alt_year,agloans_re_d_year,agloans_re_d_alt_year,total_branches,total_ag_branches,total_ag_branch_deposits
1998,NC,98314962321.59686,54271394031.152855,536437024.3987317,599538156.1693181,98718169446.4317,54790946038.00587,466670973.23697877,596811867.6329286,569732188.2418098,569732188.2418098,349681392.72109103,349681392.72109103,3607921.034204131,3607921.034204131,6036450.753631521,6036450.753631521,594802028.0635217,594802028.0635217,365844439.311106,365844439.311106,4128648.328629716,4128648.328629716,6859707.59928197,6859707.59928197,2420,0,0
1998,ND,9085516283.008673,3016122890.110291,1601163730.477921,509437163.4081848,9028751637.435196,3101372537.8764997,1502215347.7591567,509583236.3655451,103855288.71495253,103855288.71495253,28413998.665755402,28413998.665755402,43121877.78902987,43121877.78902987,14757690.820410259,14757690.820410259,96168539.10576433,96168539.10576433,26064117.963022076,26064117.963022076,34714383.29665014,34714383.29665014,10585047.769008217,10585047.769008217,393,237,20152937000
1998,NE,23056532944.717686,9821764043.265476,3829714760.8459597,1424326730.901518,23515680361.21479,10155812797.834085,3810908720.4953756,1436802722.95021,226631703.1961986,226631703.1961986,72257336.03809027,72257336.03809027,57233456.06008016,57233456.06008016,23355867.53533499,23355867.53533499,225351421.80014133,225351421.80014133,72010033.52594188,72010033.52594188,54183206.10640844,54183206.10640844,21420360.133930214,21420360.133930214,907,504,52697563000
1998,NH,16805836184.256037,8434076367.667492,6931476.63812901,2632506.9276487376,16289083400.558147,7986583373.6971,7188873.978692624,2687165.4865409243,243925405.30717686,243925405.30717686,83736140.6343623,83736140.6343623,94894.2721104361,94894.2721104361,33031.53070006073,33031.53070006073,232956681.19831935,232956681.19831935,80018378.68148018,80018378.68148018,97582.83217107748,97582.83217107748,31107.38595171363,31107.38595171363,410,0,0
1998,NJ,117084236994.06068,71930005462.04393,109735644.4289252,96334840.85571879,116576385260.24619,72427657766.59174,108259076.05762915,79040656.85839853,1645051880.806291,1645051880.806291,1318343872.6194348,1318343872.6194348,400935.9774997341,400935.9774997341,3010599.764547954,3010599.764547954,1538926806.2652683,1538926806.2652683,1203846780.4844737,1203846780.4844737,643107.2900755691,643107.2900755691,2824338.449463533,2824338.449463533,2931,0,0
1998,NM,11651123817.26042,6409146329.90463,269542939.32628626,150231891.94515252,11774353677.237267,6456896818.169063,266766492.18298376,150120526.9795581,106701393.47497112,106701393.47497112,65949859.127725825,65949859.127725825,6730027.326602418,6730027.326602418,5967884.120478089,5967884.120478089,108622573.97881086,108622573.97881086,66401504.069020644,66401504.069020644,7104874.55135013,7104874.55135013,4959206.381186872,4959206.381186872,507,22,1509527000
1998,NV,24420770135.55465,6564631920.474826,140211727.0642312,35157167.63419318,26310272619.84038,6794884560.045576,143213903.64136598,34500522.683280066,312716470.0964843,312716470.0964843,78400516.75627959,78400516.75627959,1771821.4147447112,1771821.4147447112,1028894.3183884519,1028894.3183884519,327238080.2746997,327238080.2746997,73436112.20261313,73436112.20261313,1607945.407876811,1607945.407876811,835176.103757598,835176.103757598,393,0,0
1998,NY,576285271495.3472,199697659636.55252,1037975020.315137,230532727.6198264,580774536458.9482,203598863701.26315,1128846720.7432418,229798556.85264555,8259610995.37461,8259610995.37461,2893736156.9841404,2893736156.9841404,16829157.419298492,16829157.419298492,12655921.881534677,12655921.881534677,8461843005.378848,8461843005.378848,2957701954.1022477,2957701954.1022477,16644614.16396018,16644614.16396018,11090934.944970168,11090934.944970168,4562,0,0
1998,OH,166949064166.5288,84700892929.53297,932246430.5420004,853832101.2870826,169643706477.93143,86952108037.48064,914001042.0215478,881990507.1954111,1426760770.1991131,1426760770.1991131,633546093.7632097,633546093.7632097,25417638.278616548,25417638.278616548,9882028.831076805,9882028.831076805,1482162799.0639765,1482162799.0639765,651675083.1698544,651675083.1698544,25516580.368129887,25516580.368129887,9012518.265335009,9012518.265335009,3910,23,1534462000
1998,OK,27731304571.04958,15211163970.723106,1450046031.2612734,701366784.1186295,28744546867.802513,16130099760.829796,1496555302.7679446,717502208.3548956,294920674.0266376,294920674.0266376,152606663.29874334,152606663.29874334,25260189.24281833,25260189.24281833,14459967.441066768,14459967.441066768,295481864.40934616,295481864.40934616,148473996.40200835,148473996.40200835,28386113.042036746,28386113.042036746,14948744.53917338,14948744.53917338,1093,217,14089043000
1998,OR,46540735046.34519,28450303604.590134,656730013.2428114,130849486.63653573,49133323582.06577,30911814049.842815,647911062.295392,134596299.65377432,255520913.91654748,255520913.91654748,154078896.7200008,154078896.7200008,6252657.770658968,6252657.770658968,2844832.1454993156,2844832.1454993156,267080989.7820361,267080989.7820361,157256334.49347565,157256334.49347565,7067545.738716673,7067545.738716673,2413312.070470652,2413312.070470652,914,12,1162168000
1998,PA,167544887267.4484,90374209357.55753,266386858.45757198,661827466.4155571,167619462375.38397,91409451164.27733,266817371.9302074,646883807.7563496,1373434807.5668962,1373434807.5668962,858637368.4500412,858637368.4500412,3326231.5574526587,3326231.5574526587,13821008.74376533,13821008.74376533,1391218041.5550513,1391218041.5550513,864044988.7118158,864044988.7118158,3606065.0922231628,3606065.0922231628,12850923.763825515,12850923.763825515,4490,0,0
1998,PR,31361874124.571255,10560471351.034023,173035125.02150568,85171267.28941844,32448595715.455757,11089208286.945154,194673266.61597607,79552567.9315262,665974113.0699322,665974113.0699322,266411157.48712054,266411157.48712054,3067458.2326920717,3067458.2326920717,9778552.38885689,9778552.38885689,714998894.8012604,714998894.8012604,282220467.0952481,282220467.0952481,3473123.140110003,3473123.140110003,6162476.78339116,6162476.78339116,499,0,0
1998,PW,90950532.00150771,36839970.040945984,390079.4715387299,11142.674100313767,96462512.5193391,41756287.15613898,436614.6278247224,23611.090253988565,1627555.6727972664,1627555.6727972664,467773.1314839389,467773.1314839389,3145.282766273539,3145.282766273539,1771.2343223042114,1771.2343223042114,1633647.6910958325,1633647.6910958325,536206.4870037936,536206.4870037936,15101.114441826967,15101.114441826967,1328.4257417281585,1328.4257417281585,2,0,0
1998,RI,17140763217.761381,7737018266.743148,5007361.459526496,498154.379433242,17317868267.195126,7661166831.201503,5001563.138581107,516801.9058135836,133497450.49540783,133497450.49540783,70742209.97409055,70742209.97409055,0,0,0,0,137877724.9446572,137877724.9446572,66079608.78347591,66079608.78347591,0,0,680.2161848218893,680.2161848218893,212,0,0
1998,SC,33256095103.399433,19363052107.03799,166650465.0137306,126297267.47474878,33634209043.661575,19648611340.612465,141407564.21275857,126844944.07233045,182678717.75367993,182678717.75367993,115639212.8444361,115639212.8444361,1074844.6804783593,1074844.6804783593,1104806.3640855586,1104806.3640855586,189269222.9470762,189269222.9470762,119170505.86108562,119170505.86108562,1206481.919498741,1206481.919498741,1437716.3037409699,1437716.3037409699,1183,0,0
1998,SD,23155989963.702858,3034206965.113675,1743309483.8991516,530079218.33010894,23499957853.9729,3062205898.1324663,1684737398.3911216,524737566.66603833,366569233.18655574,366569233.18655574,33909190.81524844,33909190.81524844,31670054.6674957,31670054.6674957,12615953.348655012,12615953.348655012,386420086.7042686,386420086.7042686,30646731.45636598,30646731.45636598,31043379.841574498,31043379.841574498,9437104.184696883,9437104.184696883,412,180,20612367000
1998,TN,57407696887.14868,32646843187.318386,479944075.81087303,672851056.6561917,61950283050.554344,35243897513.89186,490963718.8753703,730471852.1206702,426365303.4382775,426365303.4382775,281203836.12162775,281203836.12162775,3022220.868142063,3022220.868142063,5912907.667348218,5912907.667348218,478525004.3607957,478525004.3607957,308240570.4041846,308240570.4041846,5389991.3693322465,5389991.3693322465,6272896.698935646,6272896.698935646,1914,11,606180000
1998,TX,159470656283.38312,75390249521.48497,3362097147.3093386,1351555226.7931163,161883287200.9975,77013226700.83011,3279411181.4938107,1378816639.6319191,1409600148.5636954,1409600148.5636954,772119768.3547637,772119768.3547637,62996132.80451013,62996132.80451013,26215982.357883055,26215982.357883055,1449249019.2186723,1449249019.2186723,791480858.8125131,791480858.8125131,62100795.43235453,62100795.43235453,25676976.812022038,25676976.812022038,4528,335,22240840000
1998,UT,27566072569.97589,7954792488.037714,380500545.42332447,67567571.23675597,28959397087.211075,8211023533.719525,376400720.00327605,66952328.46339325,360008399.31927496,360008399.31927496,56147855.80296607,56147855.80296607,9246112.696136968,9246112.696136968,1692827.265170699,1692827.265170699,363342480.57876664,363342480.57876664,55853979.13409036,55853979.13409036,8762106.023527766,8762106.023527766,1759012.2242096253,1759012.2242096253,547,5,218279000
1998,VA,77732856868.66891,38311349435.14045,267781732.5133248,298161023.8568622,78108542836.97708,38816449354.89566,244846017.59896645,295043055.1184729,601356779.493776,601356779.493776,301438462.4340501,301438462.4340501,1607211.7524765576,1607211.7524765576,5584983.968725289,5584983.968725289,612648021.4257337,612648021.4257337,305608130.21435475,305608130.21435475,1756570.7650432275,1756570.7650432275,5856994.637022219,5856994.637022219,2357,2,58608000
1998,VI,1219923571.52059,380853888.7756911,2737153.4386764914,1183106.8053548655,1232347275.1465917,388494024.8510116,2927241.3683186583,1259837.8008523362,25947884.179532036,25947884.179532036,12484163.072748829,12484163.072748829,0,0,37476.408483602725,37476.408483602725,27155029.171535168,27155029.171535168,13008337.702365663,13008337.702365663,0,0,37476.408483602725,37476.408483602725,22,0,0
1998,VT,6369614100.449261,4358422738.990111,24904357.560627285,45200671.427217215,6462493448.562243,4393987199.158896,26901525.557081558,46034063.95442795,68341099.05420773,68341099.05420773,50646525.9570954,50646525.9570954,722506.5860005494,722506.5860005494,2190268.9970751046,2190268.9970751046,66384506.07819292,66384506.07819292,47054131.93555856,47054131.93555856,729712.6501062632,729712.6501062632,2194801.5279974733,2194801.5279974733,262,5,478555000
1998,WA,66396512079.70317,38926736256.06282,1055607015.5696688,266692517.47804445,67190607298.21329,39360002128.073654,1041193533.3692838,276830728.49547905,396386107.1171099,396386107.1171099,232566118.3185764,232566118.3185764,10771993.09272702,10771993.09272702,5782287.663797043,5782287.663797043,406885370.89984757,406885370.89984757,237466022.50119552,237466022.50119552,12793685.116388993,12793685.116388993,6218834.1626356915,6218834.1626356915,1602,57,3712210000
1998,WI,63852436987.38053,38536469953.96162,1309771879.604126,1348974803.852008,64932289429.76548,39520894750.948555,1280437226.5880563,1366386423.3313842,471997563.70104665,471997563.70104665,255517890.92144516,255517890.92144516,24421967.749991935,24421967.749991935,19205335.42362255,19205335.42362255,471041470.5805473,471041470.5805473,258268066.8069008,258268066.8069008,22272473.28544307,22272473.28544307,19883266.217419952,19883266.217419952,2028,122,6697729000
1998,WV,16796888123.87376,10873167021.128353,38558032.02748129,112557526.4492985,17066486330.96732,11181920510.138718,37441839.697229974,109790242.2238672,152676521.784914,152676521.784914,86752040.39369027,86752040.39369027,731169.5032081935,731169.5032081935,2019000,2019000,160612215.33995843,160612215.33995843,93242117.31070302,93242117.31070302,591990.9741545942,591990.9741545942,2136250,2136250,611,1,92616000
1998,WY,6396004748.908764,4022642390.7642145,368513566.49100155,114600767.53984727,6362322335.02197,4028187424.67323,347440877.2558487,115765259.95759149,34783098.057509,34783098.057509,13849013.536376879,13849013.536376879,6222410.13478349,6222410.13478349,1491017.2333859403,1491017.2333859403,34504961.91049275,34504961.91049275,14547250.428130744,14547250.428130744,6289062.8129777955,6289062.8129777955,1954122.7325051778,1954122.7325051778,159,22,952580000
1999,AK,3675389044.8590884,1858948917.4926288,45446907.74254906,3876305.8092998867,3696963461.0304422,1863771844.1224468,42920422.92464931,3586396.542406844,26320435.881626148,26320435.881626148,10107610.46083781,10107610.46083781,1071384.7433266584,1071384.7433266584,71371.72660076484,71371.72660076484,26064457.31846485,26064457.31846485,9304270.558563782,9304270.558563782,1655344.3745653082,1655344.3745653082,70992.75663757809,70992.75663757809,137,0,0
1999,AL,50813489937.03487,31613797036.500454,351211086.1738232,523793928.63530207,53541069876.03565,33106544849.41133,353827353.9902501,550226098.4033726,392178160.563643,392178160.563643,221427930.6908457,221427930.6908457,3620819.7074397528,3620819.7074397528,6046704.717636514,6046704.717636514,419111322.915501,419111322.915501,234531857.47524872,234531857.47524872,3227264.22328323,3227264.22328323,8189356.234480811,8189356.234480811,1419,12,603539000
1999,AR,25338459912.5157,15415911096.633553,949973612.6491829,887024662.6145498,26805582485.302513,16166611747.422338,907190508.4873914,885997444.0648866,301034478.8343368,301034478.8343368,199977322.10102215,199977322.10102215,13895055.891267976,13895055.891267976,10990518.227842556,10990518.227842556,291582729.2267984,291582729.2267984,192485706.41542155,192485706.41542155,10186035.569595167,10186035.569595167,9972188.71583319,9972188.71583319,1198,131,13458407000
1999,AS,117004835.22256571,56427131.757676065,377735.1380414473,29927.236695328276,117960612.3509207,55621897.904263884,430423.8011849532,27213.922603071616,2414764.1690747426,2414764.1690747426,1251581.3838885564,1251581.3838885564,912.3578033507509,912.3578033507509,1568.114974509103,1568.114974509103,2108364.915347162,2108364.915347162,989307.0076142426,989307.0076142426,1218.8530029138938,1218.8530029138938,1173.710299102268,1173.710299102268,5,0,0
1999,AZ,56171579651.93699,16256926094.329288,389439396.4181656,75744047.59784374,52148326052.621,16615365143.381916,403690598.791579,74568530.8807762,567741620.7446811,567741620.7446811,100231197.99992011,100231197.99992011,3822836.1581070586,3822836.1581070586,1090147.7972229233,1090147.7972229233,612407542.3200221,612407542.3200221,104679158.43314359,104679158.43314359,4383865.400597789,4383865.400597789,1181011.4942853225,1181011.4942853225,947,0,0
1999,CA,426072435903.615,243065587323.09964,4284608115.7382135,1483406385.5242176,431923878923.54364,250485772450.9382,4346697701.284544,1529097382.1906247,3021158858.020862,3021158858.020862,1658730676.3230133,1658730676.3230133,51969728.70989821,51969728.70989821,21141649.850268003,21141649.850268003,3052970406.6171865,3052970406.6171865,1702499502.487436,1702499502.487436,51953266.33736902,51953266.33736902,21213342.051140055,21213342.051140055,6105,61,19526715000
1999,CO,35329169835.49872,21850473336.859055,1086158991.7024534,469931599.522726,36309787331.47761,22806933355.311733,1088235249.1802115,479476987.43336135,278000449.374707,278000449.374707,156657320.42798483,156657320.42798483,18920373.47799711,18920373.47799711,7964184.143009146,7964184.143009146,293855986.1101531,293855986.1101531,159580699.03036898,159580699.03036898,16896122.172158156,16896122.172158156,9095526.290231228,9095526.290231228,1202,101,11391131000
1999,CT,57477859036.28937,31959960234.743866,31730900.124826375,19634854.275567878,58612972149.761566,32458625674.984177,31977083.046191115,20473159.74646828,450592093.0727788,450592093.0727788,220150945.25849396,220150945.25849396,29239.547194523922,29239.547194523922,1952721.6360285156,1952721.6360285156,469119369.95899206,469119369.95899206,218007460.10657787,218007460.10657787,504235.93926039775,504235.93926039775,1984395.7516796072,1984395.7516796072,1202,0,0
1999,DC,10850804766.945528,6334858744.952917,15119638.901231501,19785515.256692883,12050017746.644651,6900857536.655596,21438409.56943194,22659832.182971414,97368553.34913254,97368553.34913254,43952196.349446595,43952196.349446595,253729.90836590118,253729.90836590118,511243.06722718483,511243.06722718483,113274631.06565964,113274631.06565964,46605856.98856106,46605856.98856106,347284.9257421813,347284.9257421813,454799.79549707053,454799.79549707053,206,0,0
1999,DE,82695359402.15207,19374513197.837894,22617084.83614168,60554636.06850475,89237263654.3151,18973623814.80441,22307963.105107628,60748215.95442102,1807279597.1289396,1807279597.1289396,191218611.9030617,191218611.9030617,1356000.0000000002,1356000.0000000002,5964000,5964000,1896291133.6588879,1896291133.6588879,199637464.54017562,199637464.54017562,1044500.0000000001,1044500.0000000001,5115750.000000001,5115750.000000001,254,0,0
1999,FL,208013346292.4087,121030359066.25835,586779785.0998102,802361951.4189459,239149117054.2824,136465238799.0467,767632760.0558026,897182286.8749748,1696721724.6644237,1696721724.6644237,993486454.0759721,993486454.0759721,9505700.989780996,9505700.989780996,19673651.045543153,19673651.045543153,1955453296.040143,1955453296.040143,1111596412.1640337,1111596412.1640337,11227777.76160278,11227777.76160278,19181853.375999246,19181853.375999246,4509,12,1288916000
1999,FM,117096695.56165895,38850920.61753264,324126.0747682558,25679.892553847872,118914925.28877269,41137842.04144344,369337.0383498793,23351.658408365634,1996921.8675891082,1996921.8675891082,676165.3498329828,676165.3498329828,782.8738282532219,782.8738282532219,1345.5643923102248,1345.5643923102248,1995716.0661747428,1995716.0661747428,740152.2448976865,740152.2448976865,1045.8705049320386,1045.8705049320386,1007.1345603049259,1007.1345603049259,10,0,0
1999,GA,102235925699.2188,48440405297.45388,727487082.0042934,1112274850.7033615,110988584617.77817,52515670362.06993,729928664.4236372,1129612816.2935565,804556290.7155646,804556290.7155646,318350907.97312266,318350907.97312266,11335001.596919702,11335001.596919702,19668123.37670382,19668123.37670382,855640299.7549338,855640299.7549338,344075534.03789586,344075534.03789586,11241602.476671748,11241602.476671748,17145768.18177422,17145768.18177422,2252,53,3068300000
1999,GU,3097427193.941441,968086078.9485548,8128301.002082612,258627.76248387218,3115750858.2153234,989800638.5571551,6892363.912109069,242637.80607017677,62177861.883600585,62177861.883600585,23215466.27565827,23215466.27565827,83921.49686337971,83921.49686337971,7005.781398981575,7005.781398981575,61928893.9703276,61928893.9703276,23079956.749059092,23079956.749059092,92178.02694451032,92178.02694451032,5243.7212289346935,5243.7212289346935,40,0,0
1999,HI,19119145697.817017,11643852117.872227,37855285.884843305,9360919.613592863,19131647071.35494,11589501929.382734,42914404.37861543,8381863.049495232,373103456.74260503,373103456.74260503,245045970.8626448,245045970.8626448,142626.0217410048,142626.0217410048,430888.4748673521,430888.4748673521,372338365.2138184,372338365.2138184,245495325.10297364,245495325.10297364,181476.95091962363,181476.95091962363,380940.7675522302,380940.7675522302,306,0,0
1999,IA,34160935347.535027,19143990102.690105,3875498604.7489276,2693912022.00704,35341143480.68273,19784750340.59526,3896567088.551592,2700743049.838867,264962606.50396106,264962606.50396106,126190305.11020489,126190305.11020489,58619266.48183021,58619266.48183021,25255887.505404543,25255887.505404543,249138330.59396344,249138330.59396344,115229092.37166598,115229092.37166598,48880271.9298996,48880271.9298996,20877062.10080362,20877062.10080362,1499,713,47612778000
1999,ID,11534584070.483585,5385857076.7834425,420196439.0689085,83687899.52133314,11751384165.895994,5439819227.663442,411037884.8226869,84665092.29386704,68155202.72801632,68155202.72801632,29197211.647677578,29197211.647677578,9331701.243681155,9331701.243681155,803005.1090055847,803005.1090055847,71761692.4599956,71761692.4599956,31574963.775342498,31574963.775342498,7424416.630099825,7424416.630099825,1033672.6394414158,1033672.6394414158,435,39,7483524000
1999,IL,225917726239.0405,107048359917.19756,2879731164.2237663,2556474801.34553,232937853729.5415,110346038659.30513,2954088350.9549146,2610640722.387832,1841399122.2048235,1841399122.2048235,819232658.3896697,819232658.3896697,45208576.17310232,45208576.17310232,32840959.754889604,32840959.754889604,1839494948.2507367,1839494948.2507367,825171997.3086957,825171997.3086957,39021255.52044475,39021255.52044475,30722660.211553086,30722660.211553086,3883,432,30802880000
1999,IN,67077088406.01098,39502141467.74382,1081072931.1659708,1147532248.6961732,66577718520.447845,40032867141.61607,1053902367.1850644,1176442787.8769653,704479466.3207648,704479466.3207648,432811693.63320094,432811693.63320094,17020889.82619504,17020889.82619504,12698344.859942604,12698344.859942604,675016731.2623253,675016731.2623253,373199440.6589339,373199440.6589339,16158283.781341726,16158283.781341726,10458529.652004877,10458529.652004877,2239,99,8400052000
1999,KS,31704994059.025803,18616922067.90078,2505690656.6026216,1220425298.2003977,33818311612.78309,19803540049.362793,2510399816.6929555,1228851516.3912947,250336562.865179,250336562.865179,113278476.18111555,113278476.18111555,39639721.48455109,39639721.48455109,19882448.016074866,19882448.016074866,256900033.97024423,256900033.97024423,116870794.01651995,116870794.01651995,33799842.7446727,33799842.7446727,18072371.05271832,18072371.05271832,1374,449,24460215000
1999,KY,45754418430.687614,26240950200.172794,611893160.6911061,1166842360.7001262,47027533811.00003,26836754289.567326,618459929.777928,1177934486.501037,373080590.335066,373080590.335066,200054307.24648026,200054307.24648026,9116573.337004317,9116573.337004317,12748545.374000633,12748545.374000633,384581740.822672,384581740.822672,204132064.57769883,204132064.57769883,7908694.584982441,7908694.584982441,13304400.39422262,13304400.39422262,1591,52,3115690000
1999,LA,35331212121.54343,19365185397.423454,503960415.68527836,322195128.8225895,35956470033.98746,19690914672.048134,456940983.90444905,337595983.52019423,391089811.9579253,391089811.9579253,170738706.1226218,170738706.1226218,18497494.886183485,18497494.886183485,9353884.905922754,9353884.905922754,358320057.1324432,358320057.1324432,170638954.74310884,170638954.74310884,16395934.481858868,16395934.481858868,8182083.1379696205,8182083.1379696205,1462,52,3575686000
1999,MA,124667498808.53563,60178218502.02331,77632332.1954624,12681236.38902306,126467743169.66328,60363556367.641785,78025046.651664,13108539.902844131,818775401.8519841,818775401.8519841,353712324.18262684,353712324.18262684,0,0,516000,516000,878624594.8269317,878624594.8269317,350033468.5197863,350033468.5197863,1641550.0676786527,1641550.0676786527,524000,524000,1989,0,0
1999,MD,57950661222.64959,34478065175.87474,98413573.34148762,219907198.41451266,64278181803.361725,37382044993.508415,132417086.32603401,236226788.27672464,519009533.5584276,519009533.5584276,338977054.99811196,338977054.99811196,2131122.7670186376,2131122.7670186376,4888697.567998414,4888697.567998414,575474434.1006792,575474434.1006792,362279519.88902736,362279519.88902736,2208230.228568622,2208230.228568622,4364220.028069798,4364220.028069798,1671,0,0
1999,ME,13504980072.54774,8620422724.85384,90719710.16855212,16405823.836982427,13593572167.789215,8780312022.356358,91659218.12708254,19114849.853269905,120611883.45976041,120611883.45976041,71474415.97864604,71474415.97864604,3162506.9751784187,3162506.9751784187,409727.2398329001,409727.2398329001,117869483.19910859,117869483.19910859,67508616.62765811,67508616.62765811,3494265.7617240017,3494265.7617240017,373741.942687508,373741.942687508,509,0,0
1999,MH,44278085.60327932,19281142.592698652,169812.13562673252,13453.892595194,44751474.2078452,20056956.259489316,193498.5060769566,12234.11287594094,846525.021506127,846525.021506127,315051.2131159254,315051.2131159254,410.15360086968053,410.15360086968053,704.9515014947635,704.9515014947635,898664.8165778025,898664.8165778025,345622.4902097952,345622.4902097952,547.9395761618389,547.9395761618389,527.6455177854745,527.6455177854745,5,0,0
1999,MI,121230190507.40448,65420365285.89308,488059746.3898091,397226096.4291412,122942297121.0533,66997816670.10159,490040573.9880584,388776441.6144256,862026365.8906368,862026365.8906368,435640524.5757941,435640524.5757941,5374361.653526794,5374361.653526794,3140103.4246704206,3140103.4246704206,892448599.5440259,892448599.5440259,461982617.0319206,461982617.0319206,5605592.321173965,5605592.321173965,3727502.2718394063,3727502.2718394063,2983,30,2788679000
1999,MN,66683874996.54334,32332711543.00223,2931325799.499389,1599401174.6750395,68825974968.04053,34002152799.620308,2874040136.4566913,1607195625.6080668,432398223.88553953,432398223.88553953,157233718.21887612,157233718.21887612,57717875.71220765,57717875.71220765,23528974.60917074,23528974.60917074,439149291.67112273,439149291.67112273,161355522.82318512,161355522.82318512,52230508.48245631,52230508.48245631,23350673.669786233,23350673.669786233,1557,386,18474385000
1999,MO,65445587490.87988,38565254027.21592,1401533297.5354965,1703468213.1335096,71528950518.42401,41372488923.47869,1412008110.6500828,1724261645.4652195,523152962.2319944,523152962.2319944,297907418.383814,297907418.383814,19661424.356656324,19661424.356656324,19415210.66883074,19415210.66883074,564686197.3625441,564686197.3625441,320699759.71472144,320699759.71472144,17613285.828896783,17613285.828896783,19553381.352735605,19553381.352735605,2066,242,14122709000
1999,MP,456112190.15866816,184657709.9910123,2158191.8229005598,116074.3360199807,461567383.80295354,197637805.01316288,2317394.166325734,109746.55868315598,7585227.866258477,7585227.866258477,3485077.6319907173,3485077.6319907173,22012.72591980011,22012.72591980011,3775.1234459275825,3775.1234459275825,8312577.76670522,8312577.76670522,3708244.6239638817,3708244.6239638817,28709.151756209758,28709.151756209758,2825.622700436706,2825.622700436706,10,0,0
1999,MS,22312351996.09845,12734981700.397879,549385212.889934,687553473.3020765,22720912801.069305,13034176797.785172,528351767.31514204,691891402.2093173,173951424.94296357,173951424.94296357,100883530.57818681,100883530.57818681,13268476.133433403,13268476.133433403,5713782.467494804,5713782.467494804,176751827.26347217,176751827.26347217,102533837.68150513,102533837.68150513,9909562.132962301,9909562.132962301,5166247.521261856,5166247.521261856,1101,44,3738894000
1999,MT,7566107069.052586,3973435770.2149734,806767000,391680999.99999994,7545034037.95984,4001635783.6649594,784501250.0000002,393002750.0000001,78932909.37463006,78932909.37463006,32007860.908420265,32007860.908420265,20792999.999999996,20792999.999999996,7430000.000000003,7430000.000000003,83700624.10722081,83700624.10722081,35440527.42647494,35440527.42647494,21378999.999999993,21378999.999999993,7315250,7315250,336,80,8045391000
1999,NC,105777468401.18033,58116947313.22735,498686413.0315286,613899172.4279228,119345709725.89603,64520971578.36178,532010006.3136817,643405861.2360176,715881470.5932463,715881470.5932463,353779912.4158916,353779912.4158916,5157580.042933939,5157580.042933939,8418294.298811551,8418294.298811551,811124287.0987989,811124287.0987989,406553086.0564656,406553086.0564656,5790679.839456938,5790679.839456938,8969311.859522142,8969311.859522142,2458,0,0
1999,ND,9682467170.730927,3527712371.57948,1482253978.0644026,537702199.2300668,9684807674.37777,3605885568.6820507,1417230978.6165679,541622289.1101495,98363647.38676304,98363647.38676304,27659221.95044323,27659221.95044323,41519419.96239519,41519419.96239519,12159007.19729596,12159007.19729596,95769285.29372965,95769285.29372965,26731375.978688125,26731375.978688125,33511135.469930746,33511135.469930746,10181939.447496282,10181939.447496282,401,238,21379437000
1999,NE,23511491739.428654,10088724221.084057,3583444106.0876946,1552214667.2832174,23898914229.49468,10311096394.630592,3671781312.922085,1558547272.5830493,214901780.05304375,214901780.05304375,70970360.46404801,70970360.46404801,62876718.365442105,62876718.365442105,30459983.548255336,30459983.548255336,223186126.85312533,223186126.85312533,72903535.24484302,72903535.24484302,61297624.324679144,61297624.324679144,27126806.747812025,27126806.747812025,930,510,59427851000
1999,NH,19604768866.832863,7720225920.960336,8273092.518892507,2609031.695239829,20481866028.850357,7797339019.797221,8074246.521004936,2410227.6736051477,286241662.5847228,286241662.5847228,63826690.77539542,63826690.77539542,75502.62692412468,75502.62692412468,11769.328133995536,11769.328133995536,341280142.6800936,341280142.6800936,62720914.062573425,62720914.062573425,110688.1082396511,110688.1082396511,11706.83529457437,11706.83529457437,408,0,0
1999,NJ,119069122141.99495,72671189314.18645,119941568.70790103,89158200.33860037,120694689833.58035,74169108176.90518,115103265.01833437,93196640.33466846,1256985053.3723512,1256985053.3723512,885271574.5932758,885271574.5932758,335850.159238928,335850.159238928,2009150.380424715,2009150.380424715,1317458267.5963466,1317458267.5963466,953080249.1279775,953080249.1279775,1809423.3148567164,1809423.3148567164,1852531.5315534542,1852531.5315534542,2967,0,0
1999,NM,11320261624.526632,6450920790.804884,244739816.97970623,150897911.02697438,12945305104.553217,7243505573.045522,252655591.90968868,154996111.77659753,107960195.45482244,107960195.45482244,57722512.95308224,57722512.95308224,6965136.914596159,6965136.914596159,3698052.2274116096,3698052.2274116096,122982073.11210151,122982073.11210151,68841421.06072351,68841421.06072351,5549036.166634391,5549036.166634391,4287316.900047083,4287316.900047083,501,24,1868879000
1999,NV,26370760173.144943,5998996192.265987,146662989.14605725,37233771.024559446,28191288562.451916,6300939309.687242,150299820.72381216,38585958.4451883,290687687.06630766,290687687.06630766,44643998.63888433,44643998.63888433,2675610.1656064624,2675610.1656064624,564792.2359833712,564792.2359833712,340926034.5649935,340926034.5649935,50081222.404461674,50081222.404461674,1999522.895742254,1999522.895742254,613971.4619560495,613971.4619560495,403,0,0
