year,district_br,stalpbr,loans,re_loans,agloans,agloans_re,loans_year,re_loans_year,agloans_year,agloans_re_year,loans_d,loans_d_alt,re_loans_d,re_loans_d_alt,agloans_d,agloans_d_alt,agloans_re_d,agloans_re_d_alt,loans_d_year,loans_d_alt_year,re_loans_d_year,re_loans_d_alt_year,agloans_d_year,agloans_d_alt_year,agloans_re_d_year,agloans_re_d_alt_year,total_branches,total_ag_branches,total_ag_branch_deposits
1994,ARIZONA,AZ,24363574066.540318,10501593035.587114,348669999.99999976,37109000,25743970621.83327,10622602423.345137,378228749.63622713,39814999.99999997,243569879.98361874,243569879.98361874,145757985.76649624,145757985.76649624,4516000.000000005,4516000.000000005,2995999.9999999995,2995999.9999999995,242740465.453552,242740465.453552,141086403.57571253,141086403.57571253,5319499.999999991,5319499.999999991,3270000,3270000,855,0,0
1994,ARKANSAS EASTERN,AR,8317759206.646444,4395054851.040348,662574810.7418456,324539955.75907004,8450513824.672727,4501987570.445572,604647824.395234,329621555.76850384,73074922.64568663,73074922.64568663,43837462.411008365,43837462.411008365,5999682.852545771,5999682.852545771,3551615.8027457558,3551615.8027457558,70733280.54547575,70733280.54547575,42461099.47449324,42461099.47449324,5099148.564164656,5099148.564164656,3786603.94586465,3786603.94586465,595,117,6502217000
1994,ARKANSAS WESTERN,AR,7355399389.110351,4762167442.672428,192757295.06362858,398650241.59233385,7476638151.5229225,4854389657.34801,193536785.63642317,407244809.5097178,51711512.308530845,51711512.308530845,33527215.13001619,33527215.13001619,796317.6428382744,796317.6428382744,4251384.250033875,4251384.250033875,51416081.24265438,51416081.24265438,33428722.067590106,33428722.067590106,813851.9386232228,813851.9386232228,4037396.633842994,4037396.633842994,409,47,3183094000
1994,CALIFORNIA CENTRAL,CA,180830712011.23203,132589874801.89081,1316827148.303222,468073908.43490624,183520539016.63046,134284317143.59169,1294636184.0675564,477911239.5142966,5467930944.921648,5467930944.921648,4813145039.366141,4813145039.366141,15788990.468114356,15788990.468114356,18062144.690975912,18062144.690975912,5243334708.664174,5243334708.664174,4528392973.387152,4528392973.387152,13491448.477305714,13491448.477305714,16801873.34377933,16801873.34377933,3128,1,112030000
1994,CALIFORNIA EASTERN,CA,40808655676.5704,27411459397.98009,811156795.7830975,277423882.8218734,41344580424.7374,27761150215.271244,772817484.4257836,275636998.8885265,943682737.0422542,943682737.0422542,786652931.2446197,786652931.2446197,8224573.41247273,8224573.41247273,6779218.158899796,6779218.158899796,910034520.9874649,910034520.9874649,744075599.364046,744075599.364046,7976723.176563736,7976723.176563736,7067286.244967041,7067286.244967041,1242,30,3250937000
1994,CALIFORNIA NORTHERN,CA,110621359707.03023,74050732942.96841,1001151827.5998317,300948785.0372496,111803694775.26607,74749644458.75435,985243644.7242204,304973051.55892617,2664992244.370895,2664992244.370895,2242652532.084473,2242652532.084473,12632370.51489637,12632370.51489637,7980953.430384927,7980953.430384927,2491163489.9021654,2491163489.9021654,2058750597.5203497,2058750597.5203497,10602429.804319102,10602429.804319102,8034240.33038562,8034240.33038562,1796,0,0
1994,CALIFORNIA SOUTHERN,CA,21395452707.159775,13897872227.123615,194057559.62646276,53951279.22013988,21561537233.760868,13971513692.514935,193825348.17289966,56677378.915218174,644938652.4006898,644938652.4006898,542734978.4108537,542734978.4108537,2309388.191521092,2309388.191521092,2068880.4787722102,2068880.4787722102,591620097.3605868,591620097.3605868,488254239.9127051,488254239.9127051,2000621.6721806542,2000621.6721806542,2281052.5583223877,2281052.5583223877,558,0,0
1994,COLORADO,CO,25172893614.25249,15677718889.312815,777251195.3876197,244238172.66392604,25650401541.01999,16039362334.07012,765208396.5407149,249166074.43283963,185266165.87180582,185266165.87180582,129236691.61274417,129236691.61274417,9734000,9734000,5333000.000000002,5333000.000000002,185601520.77248365,185601520.77248365,130714867.20066497,130714867.20066497,10046166.66666666,10046166.66666666,5257499.999999998,5257499.999999998,856,105,4612755000
1994,CONNECTICUT,CT,43914550952.495575,33025211652.41802,4959128.047093075,11489981.672226658,44088716988.76093,32990510529.36084,6867756.73379275,12418503.499639714,1037884425.6172799,1037884425.6172799,775923551.9708797,775923551.9708797,835344.5168046014,835344.5168046014,770680.101443964,770680.101443964,992317995.8119918,992317995.8119918,751379835.2804354,751379835.2804354,817500.8442397614,817500.8442397614,933872.6859104842,933872.6859104842,1234,0,0
1994,DELAWARE,DE,65886902862.64162,5317504988.9894905,50916992.35207353,31752985.850809194,67806506749.70262,5324492991.86025,47791743.76193289,33485484.41727396,985309991.0514545,985309991.0514545,141756367.96070126,141756367.96070126,28859000.62621791,28859000.62621791,5880995.0283705685,5880995.0283705685,1038049105.7497746,1038049105.7497746,139809871.4621412,139809871.4621412,26249750.62976546,26249750.62976546,5739745.777980418,5739745.777980418,255,0,0
1994,DISTRICT OF COLUMBIA,DC,7832364266.675212,5624431677.569845,512353.07844152895,4269461.778325422,7628701641.531387,5534790427.353463,332765.8544629243,3111393.204330692,206158257.15570557,206158257.15570557,156648344.53759167,156648344.53759167,0,0,93506.63386994626,93506.63386994626,181133110.5679821,181133110.5679821,137393026.23808962,137393026.23808962,0,0,69382.97691759639,69382.97691759639,246,0,0
1994,FLORIDA MIDDLE,FL,69592984709.73457,48752203524.118546,216113718.2792844,461086496.9456859,70304753760.44972,49097942862.68025,238393829.18221942,466233419.8402218,1028031930.531979,1028031930.531979,882231470.7411206,882231470.7411206,1942118.6306376532,1942118.6306376532,9357124.418194838,9357124.418194838,1018783896.1142273,1018783896.1142273,871404089.5179251,871404089.5179251,3726724.330783652,3726724.330783652,11618733.872324698,11618733.872324698,2317,7,763588000
1994,FLORIDA NORTHERN,FL,7682690594.772141,5253897157.277221,36790943.85884398,41404263.72176787,7737755110.923651,5289834594.317463,34777389.2985408,42494765.740754165,87642434.74708618,87642434.74708618,68271545.57049756,68271545.57049756,246066.43897531362,246066.43897531362,533012.2688067456,533012.2688067456,80458186.53779258,80458186.53779258,61665878.02639088,61665878.02639088,400750.0133185209,400750.0133185209,814836.9573478136,814836.9573478136,385,3,50969000
1994,FLORIDA SOUTHERN,FL,61317583614.51918,47510309012.75346,97311321.21911064,198458269.0141948,62568936391.96842,48348007167.2359,109501425.56874028,200887310.4262507,1141090556.1103485,1141090556.1103485,1002661597.2141526,1002661597.2141526,1929814.9284441394,1929814.9284441394,4677863.537863385,4677863.537863385,1107430396.3103774,1107430396.3103774,972465919.3713977,972465919.3713977,1462275.8943628801,1462275.8943628801,7305929.097722958,7305929.097722958,1599,2,395516000
1994,GEORGIA MIDDLE,GA,11376883831.287477,6273368488.810451,330790484.5854202,413200587.4038854,11580121351.881062,6339782479.370907,305674939.605418,410569841.61641085,129700248.00291082,129700248.00291082,75928166.15288167,75928166.15288167,4892481.512797873,4892481.512797873,4262661.854819807,4262661.854819807,127534979.99916488,127534979.99916488,74093272.62798963,74093272.62798963,4502613.393711906,4502613.393711906,4057082.9378490755,4057082.9378490755,533,65,2857995000
1994,GEORGIA NORTHERN,GA,45423219636.79001,19370455450.00007,87626781.31185623,211914631.22318274,46678088199.950516,19545556077.99786,86954788.19541182,212271416.0784892,382741961.0227767,382741961.0227767,203112974.19676673,203112974.19676673,669811.3418986731,669811.3418986731,5907862.255016887,5907862.255016887,386814576.4437828,386814576.4437828,198587466.67209008,198587466.67209008,579663.9298855048,579663.9298855048,5213122.022880325,5213122.022880325,1182,2,86910000
1994,GEORGIA SOUTHERN,GA,8458496418.197353,4652882981.793556,117949712.13724984,163052913.13979843,8618376119.37618,4711737450.928676,110873086.99199177,159406891.63927925,84676780.68349335,84676780.68349335,46053004.84085408,46053004.84085408,360707.14807851013,360707.14807851013,1631476.1409979055,1631476.1409979055,84481839.67093287,84481839.67093287,45611318.80160951,45611318.80160951,617806.0116630526,617806.0116630526,1936378.6179269508,1936378.6179269508,389,13,768755000
1994,GUAM,GU,2198358617.831323,868192326.726785,5472893.4440468205,485068.7946347908,2214275785.5808263,874050056.4905728,4615891.41355223,471023.00610446424,56333868.49913546,56333868.49913546,32917409.90432265,32917409.90432265,1100818.9487263598,1100818.9487263598,27502.13279290958,27502.13279290958,56768401.192180336,56768401.192180336,31588762.004672896,31588762.004672896,821953.4480067648,821953.4480067648,39743.84826459772,39743.84826459772,30,0,0
1994,HAWAII,HI,20721137920.94264,13003020923.760208,32888166.583002046,44515673.17284867,21130429082.814182,13293046997.019026,31316805.187292773,43996460.495383546,270553059.93126804,270553059.93126804,191683137.2383419,191683137.2383419,7647696.105568738,7647696.105568738,148510.65661892973,148510.65661892973,282343620.9682957,282343620.9682957,195557753.23428574,195557753.23428574,7638722.043018198,7638722.043018198,846007.8925580903,846007.8925580903,399,0,0
1994,IDAHO,ID,9119496204.195354,3479532102.8171453,896418000.0000001,44052000.00000002,9222649402.541368,3556430263.588048,876394749.9999993,43499749.99999998,42793660.439932205,42793660.439932205,17045055.563745964,17045055.563745964,11939999.999999989,11939999.999999989,2053000.000000002,2053000.000000002,42208071.04356056,42208071.04356056,17111176.53858952,17111176.53858952,9205249.999999998,9205249.999999998,1722999.9999999998,1722999.9999999998,376,29,3595040000
1994,ILLINOIS CENTRAL,IL,18424715791.52086,10684738485.569386,1202083966.5354247,913629538.3843737,18644792133.682068,10866578110.796984,1214486389.7299807,919899365.3218234,142727496.73977005,142727496.73977005,74400697.59848845,74400697.59848845,13674556.755826447,13674556.755826447,9423455.749454087,9423455.749454087,143506918.75349772,143506918.75349772,75560871.32443228,75560871.32443228,12223016.916793149,12223016.916793149,9339097.461098062,9339097.461098062,967,278,10435286000
1994,ILLINOIS NORTHERN,IL,122338383974.99396,62232239240.20353,621789851.7943423,388541137.6451802,124890908958.12767,64132437569.79217,624890831.6302599,402540341.15179414,1584948095.1393404,1584948095.1393404,904091775.3999721,904091775.3999721,5741586.999490292,5741586.999490292,3999273.3364177304,3999273.3364177304,1647652659.954215,1647652659.954215,932843506.0201964,932843506.0201964,6024662.599665154,6024662.599665154,4476567.981241962,4476567.981241962,1904,66,3331286000
1994,ILLINOIS SOUTHERN,IL,9283013758.408268,5788030768.807651,418779464.4647874,451461283.26574326,9429266428.917534,5886110972.260337,423502890.6008807,448900779.6044555,86921533.45226617,86921533.45226617,51382127.005052015,51382127.005052015,5022704.08391023,5022704.08391023,6430543.437199093,6430543.437199093,89419986.13179156,89419986.13179156,52564290.33272004,52564290.33272004,5341362.851965173,5341362.851965173,6726087.6549870735,6726087.6549870735,492,73,3910285000
1994,INDIANA NORTHERN,IN,18854491037.75619,11032672019.297009,430271696.0699202,422417678.77723587,19101581015.093807,11247903077.311224,415072701.79305303,430359087.0382706,209810546.3586437,209810546.3586437,124929367.82059535,124929367.82059535,11886059.56255914,11886059.56255914,9769943.592783818,9769943.592783818,203989788.67447722,203989788.67447722,122571190.67926036,122571190.67926036,8596843.728209335,8596843.728209335,9443522.465028575,9443522.465028575,823,57,4083073000
1994,INDIANA SOUTHERN,IN,31703109377.845306,17960646168.342487,528599434.2475489,573343376.4483098,32142465309.544243,18378127392.66306,513312753.4728191,581668555.8895406,283398369.37417525,283398369.37417525,167871932.81227145,167871932.81227145,8115940.542566481,8115940.542566481,6913055.864477267,6913055.864477267,290565617.0397957,290565617.0397957,164609121.8626424,164609121.8626424,6753989.657686804,6753989.657686804,7412060.377737557,7412060.377737557,1379,71,5170437000
1994,IOWA NORTHERN,IA,12542031651.755562,5834153861.688698,2339813594.9569283,1199709798.3146815,12760709609.966093,6002765468.192645,2325534161.138885,1207870610.2454274,90070088.71368507,90070088.71368507,38527288.80077727,38527288.80077727,23723850.442164883,23723850.442164883,12881176.783042787,12881176.783042787,86432113.07727048,86432113.07727048,33149683.104790896,33149683.104790896,22203167.886351768,22203167.886351768,10564580.767227178,10564580.767227178,730,489,22691114000
1994,IOWA SOUTHERN,IA,13509469181.103445,6731384986.807465,1214724995.3643842,711262066.8994199,13823935633.455643,6946265936.287739,1210497689.8286586,715228998.4715688,103371628.33278313,103371628.33278313,40554625.83797192,40554625.83797192,18887147.37057173,18887147.37057173,10038823.216957217,10038823.216957217,104327125.7082363,104327125.7082363,39910770.35906914,39910770.35906914,17031496.067248497,17031496.067248497,7146085.89943949,7146085.89943949,661,272,11972754000
1994,KANSAS,KS,21685680225.75013,12738118388.613068,2253025278.799922,851038358.6825359,22134436188.5806,13136535630.529306,2237444335.540425,854821488.2069993,264982435.3364533,264982435.3364533,184928195.05783725,184928195.05783725,25560868.85559347,25560868.85559347,14106333.040123148,14106333.040123148,261801278.13257158,261801278.13257158,174741823.22739246,174741823.22739246,28740601.253242858,28740601.253242858,13295562.390014147,13295562.390014147,1191,475,15954227000
1994,KENTUCKY EASTERN,KY,14024009384.513155,8794197350.038637,193867241.08610436,361536996.4147786,14442818912.25874,9115539034.337488,189430785.96204683,361428750.5352739,147350233.68569756,147350233.68569756,96350382.86472099,96350382.86472099,2267698.3925808067,2267698.3925808067,4620266.624805111,4620266.624805111,143960050.61932585,143960050.61932585,91768113.91672078,91768113.91672078,1933209.0192754015,1933209.0192754015,4151041.2790723336,4151041.2790723336,741,33,1734117000
1994,KENTUCKY WESTERN,KY,19761870464.51485,10860944793.17777,312575041.7502354,491772317.8496962,19911804135.40718,10884003991.68137,308563904.2865095,493360126.44428,156595013.51502693,156595013.51502693,88513637.2935092,88513637.2935092,5547300.5452330215,5547300.5452330215,5193732.425664825,5193732.425664825,152040598.83553582,152040598.83553582,79573848.50510867,79573848.50510867,4245289.846116639,4245289.846116639,4755124.257009812,4755124.257009812,739,63,3106286000
1994,LOUISIANA EASTERN,LA,9100716757.729704,5167656557.587844,32763624.903307777,16619959.998537214,9664357859.036966,5452590795.521939,32731429.610706434,20476528.265070364,172174738.452317,172174738.452317,105702447.06014344,105702447.06014344,69200.9598598795,69200.9598598795,532290.7020053362,532290.7020053362,170662980.30541852,170662980.30541852,104721541.92315558,104721541.92315558,106929.3834425307,106929.3834425307,531476.2798184203,531476.2798184203,481,0,0
1994,LOUISIANA MIDDLE,LA,3252789579.025375,1663899433.5357187,49888272.01770339,15381040.03647459,3371964359.6108637,1722916575.7617702,43791678.15043873,16715182.401270416,39080791.42579877,39080791.42579877,22952044.258501776,22952044.258501776,1531300.6475589885,1531300.6475589885,86097.09755291088,86097.09755291088,39314545.63002969,39314545.63002969,22305869.59186768,22305869.59186768,1260652.9724265062,1260652.9724265062,86288.47735924838,86288.47735924838,204,3,94895000
1994,LOUISIANA WESTERN,LA,9453720197.443745,5171461454.535704,395767150.43120277,188725070.496441,9651088258.990818,5283879609.109808,344972382.7885928,189933086.83693355,132741863.01362626,132741863.01362626,74730663.86369047,74730663.86369047,11010509.36708548,11010509.36708548,4683612.200441753,4683612.200441753,131070066.5315374,131070066.5315374,73938638.12133119,73938638.12133119,10812675.160206424,10812675.160206424,4282651.9094889965,4282651.9094889965,713,54,3183114000
1994,MAINE,ME,10578337496.609798,7042371425.431184,46366000.00000002,9896000.000000004,10753941194.95369,7167494045.820732,50938999.999999985,11645249.999999998,176451978.44244155,176451978.44244155,130749930.98587169,130749930.98587169,243999.99999999994,243999.99999999994,44999.999999999985,44999.999999999985,163717439.62199408,163717439.62199408,117140335.46923253,117140335.46923253,638999.9999999999,638999.9999999999,75499.99999999997,75499.99999999997,492,0,0
1994,MARYLAND,MD,43840122340.817314,27718352336.959194,56691643.785603195,116584527.09475742,42901359399.65376,27108479801.945683,52433980.912463,110842345.7672786,814119329.0936598,814119329.0936598,605458069.6159072,605458069.6159072,265999.99999999994,265999.99999999994,3955493.3661300545,3955493.3661300545,751268941.9671997,751268941.9671997,560291502.9569843,560291502.9569843,260250,260250,3059617.0230824044,3059617.0230824044,1782,0,0
1994,MASSACHUSETTS,MA,88438213811.85553,51730954006.78803,60693509.81387623,15159794.381740378,88617045264.76152,52047454891.611,68194458.0376634,14516442.687183514,1559774423.680336,1559774423.680336,1139509403.654715,1139509403.654715,5851000.000000002,5851000.000000002,1568000.000000001,1568000.000000001,1427616675.450826,1427616675.450826,1038250542.6912613,1038250542.6912613,5526364.129351881,5526364.129351881,1265249.9999999993,1265249.9999999993,1968,0,0
1994,MICHIGAN EASTERN,MI,63105025702.75737,32136921101.610184,211187595.82846057,142839678.64107734,63792374756.558556,32555061098.83461,202617005.91213554,142546792.29708242,662703181.6907468,662703181.6907468,465724968.4064693,465724968.4064693,2991502.163979395,2991502.163979395,2535791.4265106153,2535791.4265106153,626605066.7548227,626605066.7548227,433012060.892322,433012060.892322,3663929.5190198794,3663929.5190198794,2443059.0246108826,2443059.0246108826,1796,27,1958468000
1994,MICHIGAN WESTERN,MI,22667384380.176796,12607755939.800997,202137370.03125143,122154309.50241901,24947180854.972458,13717029422.421488,196054466.13979492,124678612.50676647,213741616.82046682,213741616.82046682,144636704.36340284,144636704.36340284,3274497.839012921,3274497.839012921,2214208.5921913525,2214208.5921913525,220459057.97273633,220459057.97273633,144059457.8073169,144059457.8073169,3470737.1515118587,3470737.1515118587,2388357.6854443457,2388357.6854443457,1150,10,598262000
1994,MINNESOTA,MN,43426235634.53404,21120444961.437744,2236828850.8255215,1083192965.7561677,43795755054.07388,21005488738.503376,2184194779.821983,1094673292.9352384,320480661.4830873,320480661.4830873,153115300.7879354,153115300.7879354,29956998.65962006,29956998.65962006,15012999.539454645,15012999.539454645,309519722.96927625,309519722.96927625,153517127.16839942,153517127.16839942,28553747.93742712,28553747.93742712,15132999.895400468,15132999.895400468,1437,396,13141798000
1994,MISSISSIPPI NORTHERN,MS,5517404390.224909,3051359817.6287155,262555569.80712092,189289363.67228052,5613269784.769258,3107556612.3287625,251971747.5628336,192696884.97905603,47900537.15134168,47900537.15134168,24482785.97052278,24482785.97052278,5604758.125361137,5604758.125361137,1406662.0794192133,1406662.0794192133,47405655.19998401,47405655.19998401,23586508.883020945,23586508.883020945,4617879.339609715,4617879.339609715,1758386.5429305967,1758386.5429305967,448,35,2853555000
1994,MISSISSIPPI SOUTHERN,MS,9142170622.49552,4953901890.433068,227207490.03911057,301821674.3156635,9383639733.680582,5084724685.445118,232958561.9596845,311304318.3382709,98659820.78086458,98659820.78086458,62362661.50421723,62362661.50421723,3461242.4092473323,3461242.4092473323,4224337.952278302,4224337.952278302,96272534.00010867,96272534.00010867,59393588.360972345,59393588.360972345,2579537.5362019003,2579537.5362019003,4192363.475182269,4192363.475182269,623,29,2529962000
1994,MISSOURI EASTERN,MO,25426179617.451088,15397197267.646036,492538852.10095644,490332895.67296404,25994449667.9922,15770188324.999748,468731472.65168434,488428149.0051458,181870965.08985838,181870965.08985838,107292396.34143372,107292396.34143372,3488051.2946095546,3488051.2946095546,4570933.198854922,4570933.198854922,173384504.12572575,173384504.12572575,103363082.92191818,103363082.92191818,3897118.2592925327,3897118.2592925327,4356756.142711472,4356756.142711472,836,110,5357305000
1994,MISSOURI WESTERN,MO,22114163713.81097,13210710528.521996,906769855.0721221,803038857.6942642,22147138168.93571,13261969069.014132,880783714.8763545,805261506.7847556,413162184.69457835,413162184.69457835,283142076.150348,283142076.150348,12349895.68698028,12349895.68698028,11807026.841105111,11807026.841105111,411908940.4724812,411908940.4724812,279114494.6964945,279114494.6964945,10453333.645945087,10453333.645945087,10573958.339235153,10573958.339235153,1012,210,9095660000
1994,MONTANA,MT,5529357142.487707,2617355703.930795,682956146.1042522,232039003.07126057,5592071971.873835,2669416254.732813,664556138.5845389,236750169.74402097,36877507.975070775,36877507.975070775,12606443.29758476,12606443.29758476,6080011.943791056,6080011.943791056,1456000.0000000002,1456000.0000000002,37474743.7365994,37474743.7365994,12385810.098659173,12385810.098659173,7037348.909011874,7037348.909011874,1612666.6666666672,1612666.6666666672,257,73,2325435000
1994,NEBRASKA,NE,18208367422.58625,8011907687.842487,3123214553.815446,1096882766.3338504,18300627955.705883,7966755722.204206,3137768688.1832457,1102733429.3734837,141294506.22880435,141294506.22880435,60623986.37320942,60623986.37320942,27555995.44548515,27555995.44548515,14099000.318045914,14099000.318045914,139148653.05696365,139148653.05696365,60062816.08681407,60062816.08681407,26038078.649919447,26038078.649919447,12936832.007844523,12936832.007844523,854,475,28474193000
1994,NEVADA,NV,12709971094.705832,4887898587.531943,13524000.094776876,1580000.1258933858,14742402543.049196,5218817347.2237,13102750.091065729,6341500.100058123,221323711.39215744,221323711.39215744,79591519.99210605,79591519.99210605,117000.02455063774,117000.02455063774,36000,36000,236909732.3834535,236909732.3834535,80847475.16631193,80847475.16631193,71500.01106206058,71500.01106206058,36000,36000,345,0,0
1994,NEW HAMPSHIRE,NH,10687645949.380371,7391328309.980508,2984000.0139588444,8353003.858457318,11164186046.64166,7538465232.884226,3078000.0116323703,8170253.84915142,173012060.16846204,173012060.16846204,128022969.49736527,128022969.49736527,0,0,280000.32570637565,280000.32570637565,177727267.44893953,177727267.44893953,126526026.82257444,126526026.82257444,0,0,301500.24369816325,301500.24369816325,392,0,0
1994,NEW JERSEY,NJ,83792771660.30032,59082611009.642,52557605.45865448,33031154.210153773,88193924752.45224,61965564284.31777,40053528.09481518,36528813.71879141,2319915620.2681293,2319915620.2681293,1781383034.110807,1781383034.110807,215000,215000,2447999.999999999,2447999.999999999,2288218287.8667846,2288218287.8667846,1760694402.296301,1760694402.296301,317750.00000000006,317750.00000000006,5213780.166285478,5213780.166285478,2995,0,0
1994,NEW MEXICO,NM,7944268753.085836,4449648445.558248,247215124.24639562,106504020.87794526,8130760297.567279,4555851868.493152,250194046.95796868,114398870.31836486,100153370.35239768,100153370.35239768,63996998.32737683,63996998.32737683,3974000,3974000,4263000.000000001,4263000.000000001,98835439.5356348,98835439.5356348,64107142.27180921,64107142.27180921,3416750,3416750,4205749.999999999,4205749.999999999,448,28,2441579000
1994,NEW YORK EASTERN,NY,113018227982.28654,61333648329.0543,126499675.1762971,11969879.14167059,114422748098.35448,62440822816.46794,106835973.89939064,11388872.457120758,3895739060.5614157,3895739060.5614157,2816148603.630311,2816148603.630311,15528273.344099158,15528273.344099158,806914.7035866013,806914.7035866013,3755634118.924995,3755634118.924995,2650073862.127741,2650073862.127741,9955938.724908855,9955938.724908855,773780.6335974346,773780.6335974346,1595,0,0
1994,NEW YORK NORTHERN,NY,28775886972.31849,17423258752.960068,129665157.88234618,83850241.07705319,29678952783.17797,17980360969.506382,129147644.11410414,84048903.22248016,476856891.08996296,476856891.08996296,307629181.6833994,307629181.6833994,6877718.52607616,6877718.52607616,5195388.508904849,5195388.508904849,485877441.16535056,485877441.16535056,312474126.5563497,312474126.5563497,6356745.248779944,6356745.248779944,4876512.77455351,4876512.77455351,1060,0,0
1994,NEW YORK SOUTHERN,NY,300343999193.4321,79653260631.85129,386284948.7845544,30854944.55235052,301650360711.3982,80636991911.30956,320003913.5453342,30562677.45329172,7969525784.444904,7969525784.444904,4259050233.357137,4259050233.357137,52925949.9037912,52925949.9037912,2259971.6471213535,2259971.6471213535,7948920651.457898,7948920651.457898,4071576565.507742,4071576565.507742,30950619.441079374,30950619.441079374,2049668.7611644624,2049668.7611644624,1412,0,0
